WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,cNEU
1276,89.45,57.77,55.73,52.21,10.29,18.5,81.5,44.83,8.54,4.7,1.88,0.86,0.55,1.33,0.08,3.84,7.45,14.81,7.68,4.15,4.23,0.63,15.28,5.02,1.49,0.94,1.8,1.33,5.49,3.45,2.04,0.16,0.86,0.24,5.41,0,0.24,0,1.57,7.76,1.8,1.18,1.02,1.57,1.1,1.96,2.82,1.72,0.63,0.47,3.76,1.72,1.02,0.16,0.86,7.45,1.49,1.65,2.82,1.41,0.55,4.15,10.58,1.88,18.57,2.27,8.7,8.07,2.43,1.65,1.65,0.86,0.71,0.94,1.96,0.39,0.47,0.55,0.47,0,24.53,8.86,4.15,0.24,0,0.31,1.49,0.94,0.39,2.12,1.72,4.31,198,17832.2,92.37,0.05,18495,0.48,0.29,y
1526,85.58,67.43,48.49,77.6,13.5,21.95,83.94,46.59,9.04,5.11,1.38,0.92,1.18,0.92,0.72,3.93,9.04,13.11,8.78,4.06,4.39,1.51,16.45,5.37,2.75,1.51,2.42,1.31,6.95,4.85,2.03,0.39,0.52,0.52,8.19,0.33,0.26,0.46,1.11,9.96,2.36,1.25,1.25,2.1,1.51,2.75,1.7,0.92,0.39,0.33,1.77,0.26,1.18,0.07,0.13,7.47,2.03,1.83,2.82,1.11,0.46,2.29,11.27,2.23,16.45,2.16,6.16,8.39,5.05,1.51,0.46,2.03,0.39,0.33,0.92,0.13,0.26,0.26,0.2,0.07,21.49,7.93,3.08,0.52,0.26,0.39,0.13,1.64,1.83,2.69,0.79,2.23,171,12680.2,88.27,0.06,13671,0.48,0.28,n
276,68.46,74.3,52.51,83.66,7.08,12.68,83.7,51.81,10.51,7.61,2.17,1.09,3.26,0.36,0.72,2.9,6.52,14.86,9.06,7.97,5.8,1.81,15.22,5.8,2.9,1.81,2.9,1.45,6.88,5.07,1.81,0.36,1.45,0,10.14,0,0,0.36,1.09,9.06,1.09,0.36,2.17,1.81,1.81,3.26,3.26,1.09,1.45,0.72,1.45,1.09,0.36,0,0,5.43,1.45,1.09,1.09,1.81,0.72,2.17,11.59,1.09,17.39,2.17,8.7,7.25,0.72,3.26,0.72,0.72,1.09,0.36,3.26,0.72,1.09,0.36,0.72,0.36,49.28,18.12,7.25,0.36,0,1.09,3.26,1.81,3.62,3.62,0,10.14,326,50112.9,95.18,0.02,51706,0.49,0.11,n
1831,63.04,47.38,62.67,21.57,10.71,19.88,82.2,42.38,12.07,8.14,4.92,0.76,1.64,0.6,0.22,3.93,4.48,11.2,8.52,4.59,4.26,2.08,18.3,3.55,1.53,1.37,2.68,1.64,5.73,2.68,2.95,0.27,1.15,0.76,7.65,0.22,0.71,0.33,0.93,12.56,4.86,1.2,1.53,1.53,1.64,2.79,2.18,1.04,0.55,0.55,2.46,0.55,0.71,0.55,0.71,8.08,2.02,2.35,1.75,3.44,0.49,3,12.02,2.46,12.51,1.97,5.3,5.52,3.82,3.93,0.27,0.71,0.16,0.55,2.79,0.93,1.47,0.11,0.05,0.05,41.07,11.74,1.26,0.16,0,0.82,0.33,10.65,0.22,3.33,0,12.56,241,27321.2,95.26,0.03,28150,0.49,0.11,n
17,97.02,72.17,1,98.87,2.83,17.65,47.06,17.65,5.88,0,0,0,0,0,0,5.88,5.88,5.88,0,0,0,0,5.88,5.88,0,0,11.76,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,5.88,0,0,11.76,0,0,5.88,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,11.76,0,0,0,0,5.88,0,5.88,0,0,0,47.06,0,0,0,0,5.88,29.41,0,0,0,0,11.76,177,14043.1,91.19,0.06,14643,0.48,0.36,y
551,67.47,50,80.38,13.48,7.16,17.6,82.21,44.65,10.71,6.53,3.27,0.91,0.91,1.45,0,3.99,5.08,11.98,9.62,4.72,4.54,1.63,18.87,5.63,2.36,0.54,2.54,2.18,5.26,2.18,3.09,0.54,1.27,0.73,7.08,0,0.54,0,2.18,12.16,2,1.63,1.81,3.99,1.27,3.81,1.81,0.73,0.36,0.36,1.09,0.18,0.73,0.18,0,6.53,1.63,1.27,2.18,1.27,0.54,3.81,12.89,2.36,20.33,4.36,8.35,8.17,2.72,0.73,0.91,0.18,0.18,0.18,1.45,0.18,0.36,0.36,0.36,0.18,33.39,11.07,4.17,0.36,0,0.73,3.27,3.45,2.72,4.72,1.09,1.81,464,103794,97.05,0.02,105666,0.49,0.08,n
722,53.17,38.01,60.37,67.64,7.76,15.65,85.04,45.98,10.25,6.93,4.02,0,1.25,1.25,0.42,3.32,4.16,11.08,10.25,6.09,5.68,2.35,18.28,4.57,2.08,0.69,1.94,1.52,8.03,5.12,2.91,0.28,1.11,0.83,6.51,0.14,0.42,1.25,0.42,11.22,0.97,0.69,2.08,2.49,2.08,4.16,1.66,0.97,0.28,0.28,2.77,0.55,0.97,0,0.97,7.2,1.25,1.39,2.77,1.94,0.42,2.91,10.66,3.74,16.76,3.32,5.4,8.31,4.85,2.77,0.55,0.69,0.14,0,3.74,0.28,1.25,1.11,1.52,0,38.23,19.25,3.05,0.69,0,0.14,3.19,1.52,0.28,3.19,1.94,4.99,265,33752.4,97.22,0.02,34425,0.5,0.03,n
1291,79.15,61.59,9.82,51.89,7.68,15.03,58.33,29.9,8.37,5.65,2.94,0.23,1.63,0.77,0.08,2.71,3.64,7.51,4.65,3.25,3.02,1.01,9.91,3.41,1.7,0.31,1.47,1.39,7.67,4.49,3.1,0.15,0.62,1.39,6.66,0.7,0.23,1.39,0.31,7.05,1.55,0.93,1.01,2.01,0.7,1.63,2.09,0.77,0.46,0.7,3.56,1.16,1.47,0,0.77,4.18,0.77,1.16,1.39,1.08,0.23,1.24,6.74,1.7,8.91,1.01,3.87,4.03,1.78,1.01,0.08,0.08,0.7,0.23,2.71,0,2.32,0.08,0.31,0,33.23,15.26,4.26,3.1,0,3.56,0.77,0.23,1.08,1.86,1.32,1.78,102,4216.48,83.49,0.09,4694,0.46,0.32,n
228,84.01,70.08,38.82,97.58,12,25.44,81.58,45.61,10.09,4.82,1.75,1.75,0,1.32,0,5.26,6.14,14.04,8.77,3.51,3.51,0.88,19.74,4.82,1.32,0.44,0.44,1.32,6.14,5.7,0.44,0,0,0,8.77,0.88,0.44,0.88,1.75,10.96,1.75,0.88,3.07,0.88,2.19,2.63,0,0,0,0,0.88,0,0.88,0,0,10.53,4.39,1.32,3.07,2.19,0.88,1.75,14.04,6.14,17.54,3.95,4.39,9.65,2.63,1.75,1.32,0.44,0.44,0,0,0,0,0,0,0,22.81,6.58,6.14,0,0,0.44,2.19,0,0,0.88,1.75,4.82,802,313912,97.98,0.01,318280,0.5,0.04,y
512,84.57,28.55,53.23,47.44,12.19,17.19,78.52,44.73,7.62,4.49,3.71,0,0.59,0.2,0,3.12,7.42,14.06,6.25,6.05,5.66,2.15,10.74,6.84,2.34,1.17,1.37,2.54,8.4,4.69,3.52,0,2.34,0.59,2.93,0,0.39,0,0.78,11.33,1.56,1.37,0.39,2.15,3.12,3.12,2.73,0.98,0.78,0.78,4.3,0.98,0.78,0.98,1.56,5.66,0.39,1.95,2.34,1.76,0.59,1.95,7.62,1.37,13.67,1.56,5.27,7.03,0.98,2.15,0.59,0.39,0.2,0.2,0.98,0.2,0.2,0.39,0.2,0,35.16,12.11,4.49,2.73,0.39,1.17,1.17,1.56,1.56,2.15,1.17,6.64,122,6529.3,89.94,0.07,6893,0.47,0.26,y
994,61.54,66.38,13.15,21.15,9.84,20.22,81.29,50.8,14.79,8.95,3.32,1.21,2.31,0.91,1.21,5.84,8.05,11.07,9.26,3.52,5.84,2.11,15.49,4.83,2.31,2.21,0.7,1.81,7.04,3.32,3.62,0.4,1.91,0.6,9.86,0.1,0.1,0.1,1.21,10.26,2.11,1.81,1.31,2.11,1.81,2.52,1.91,1.11,0.1,0.5,4.02,1.01,1.31,0.91,0.7,8.15,1.91,1.21,4.43,1.51,0.3,2.01,11.87,0.91,8.55,0.6,4.73,3.62,2.41,0.3,0.1,0.8,1.01,0.4,1.81,1.21,0.2,0.3,0,0,31.19,10.26,4.63,0.4,0.1,0.91,1.41,2.11,4.83,2.92,0,3.62,216,21645,94.09,0.03,22428,0.49,0.15,y
501,57.2,42.86,52.38,99,35.79,11.78,72.46,38.32,9.58,4.59,3.59,0,0.6,0.2,0.2,4.99,2.59,10.18,8.18,7.78,3.59,1.6,12.97,5.19,2,0.4,1.4,2.79,11.98,10.38,1.4,0,0.6,0,6.79,0,0.8,0.2,0.2,9.38,1.8,0.2,0.4,1.4,2.59,3.79,1.2,0.8,0,0.2,1.8,0.4,0.2,0.2,0.8,5.59,1.8,0.4,1.4,1.6,0.6,4.59,10.18,0.2,12.77,1.4,4.99,6.79,1,2.2,0,0.6,0,0,8.38,0.2,5.79,1,1.6,0,15.97,1.6,1,3.79,0,0.2,2.79,4.59,0,0,0,2,315,48289.7,98.27,0.02,48683,0.5,0.06,n
1928,71.24,75.98,20.37,99,15.3,14,90.46,49.38,10.01,5.55,0.83,0.05,1.3,3.22,0.16,4.46,6.02,13.59,9.65,5.81,5.55,1.24,19.45,7.73,2.59,1.24,1.24,2.07,10.89,8.56,2.33,0.36,0.16,1.09,9.96,0.31,0.47,3.63,0.1,10.17,1.92,1.4,2.23,1.76,1.5,2.07,3.68,1.87,0.41,1.24,3.99,1.4,1.19,0.16,0.52,7.16,2.39,1.5,1.66,2.39,0.21,2.49,14.73,2.54,16.65,2.44,6.48,8.2,1.45,1.35,0.67,0.41,0.16,0.1,3.94,0.1,2.65,0.52,0.88,0.05,26.4,11.98,4.62,0.05,0,0.62,2.7,0.62,0.31,0.57,0.57,4.36,1596,1251780,98.47,0.01,1263790,0.5,0.07,n
255,85.18,22.82,98.01,99,9.81,19.22,82.75,37.65,8.24,5.49,5.49,0,0,0,0,2.75,3.53,13.33,5.88,4.71,2.35,1.57,14.51,4.31,1.96,1.18,5.49,0.78,10.98,10.2,0.78,0,0,0.39,2.35,0.78,0,0,0,5.88,0.78,1.57,0.39,0.39,0,2.75,1.96,1.57,0,0.39,3.14,0.78,0.39,0,1.18,7.06,1.96,3.14,1.96,0.78,0.39,1.57,11.37,1.96,24.71,4.31,7.45,13.33,3.92,1.57,1.18,0,1.18,0,8.24,0,6.27,1.96,0,0,18.82,7.84,1.57,0,0,0.39,5.1,0,0,1.57,0.39,1.96,245,28355.6,95.65,0.03,29130,0.49,0.08,n
360,72.28,56.63,63.41,99,14.4,9.17,89.44,47.5,10.28,6.11,2.78,0,3.06,0,0.28,4.17,6.11,13.06,8.61,5.56,4.72,2.22,18.61,6.11,1.39,0.83,0.28,3.61,11.11,9.44,1.67,0.56,0.83,0,7.22,0,0,0.28,0,12.78,2.22,0.56,3.61,2.78,4.17,2.78,4.72,2.5,0.28,1.67,3.89,2.22,0.28,0.56,0.28,10.28,2.22,2.22,0.28,6.11,0,3.89,12.5,4.44,18.89,1.94,8.06,8.89,3.89,2.22,1.11,0,0.28,0,3.06,0.83,1.39,0.28,0.56,0,24.17,2.78,4.44,1.67,0,1.39,9.44,1.94,0,0.28,1.67,0.56,146,9777.14,93.65,0.05,10084,0.48,0.19,y
47,65.57,26.16,25.35,4.35,4.7,12.77,80.85,53.19,10.64,2.13,2.13,0,0,0,0,8.51,8.51,10.64,10.64,8.51,2.13,2.13,14.89,0,0,4.26,0,2.13,4.26,0,2.13,0,2.13,0,4.26,0,0,0,0,10.64,0,2.13,2.13,2.13,2.13,4.26,2.13,2.13,0,0,0,0,0,0,0,2.13,0,2.13,0,0,0,0,14.89,2.13,12.77,0,4.26,8.51,0,2.13,0,2.13,0,0,4.26,2.13,2.13,0,0,0,159.57,31.91,0,0,0,2.13,125.53,0,0,0,0,0,731,261379,98.23,0.01,264141,0.5,0.06,y
1522,63.59,33.93,77.96,96.99,10.42,18.73,85.87,44.68,13.14,9.66,7.82,0.13,0.72,0.53,0.46,3.48,6.18,10.51,7.88,5.06,4.86,1.38,16.1,6.9,1.64,0.59,1.64,1.91,9.59,7.23,2.17,0.2,0.72,0.46,6.31,0.46,0.26,1.31,0.2,7.62,1.64,0.85,0.66,1.18,1.71,1.91,3.29,1.71,0.33,0.85,4.4,0.46,1.31,0.13,1.71,6.96,2.37,1.64,1.31,2.23,0.07,3.68,11.83,1.71,15.44,2.04,4.6,8.94,3.35,4.6,0.66,0.39,0.26,0.07,2.63,0.2,1.77,0.53,0.2,0,34.56,13.01,2.56,0.72,0,2.1,6.96,0.99,0.66,2.43,0.72,4.4,317,44228.9,88.87,0.03,48360,0.49,0.17,n
3134,72.73,56.21,59.64,59.62,17.22,17.26,85.61,44.32,10.08,6.99,3.89,0.51,1.05,1.02,0.51,3.06,4.66,12.67,7.28,4.4,6.57,1.02,17.01,4.28,1.37,1.02,2.39,1.85,5.52,3.61,1.82,0.19,0.57,0.45,6.96,0.26,0.26,1.31,0.35,8.55,1.82,0.96,1.66,2.78,1.08,1.79,2.07,0.64,0.54,0.77,3.38,0.73,1.44,0.29,0.86,7.63,1.56,3,1.44,1.79,0.26,2.17,12.35,3.41,17.65,2.78,5.55,9.64,5.46,2.46,2.43,0.64,0.19,0.26,3.54,0.26,2.9,0.22,0.22,0,37.14,12.92,3.1,2.65,0.03,0.86,6.64,1.21,0.89,0.93,1.85,6.06,209,20582.2,95.61,0.03,21092,0.49,0.11,y
1362,69.87,50.88,47.54,80.36,7.44,16.45,85.1,46.92,8.52,4.92,2.42,0.37,0.81,0.95,0.37,3.6,5.36,13.44,10.65,5.29,6.09,1.47,19.97,5.8,1.69,0.66,2.94,1.91,7.56,5.29,2.28,0.59,0.22,0.66,5.14,0.44,0.15,0.73,0.29,8,0.66,0.73,2.2,1.62,1.4,2.06,2.86,1.54,0.81,0.44,3.01,0.73,0.95,0.07,0.88,6.46,1.76,0.95,1.62,2.28,0.29,3.01,13.73,3.3,18.65,2.79,6.24,10.28,3.45,3.3,1.17,0.29,0.29,0,1.76,0.15,0.95,0.51,0.22,0.07,36.56,15.79,4.48,0.37,0,0.66,3.38,1.17,0,2.13,0.88,7.71,58,1054.67,66.08,0.08,1516,0.47,0.12,n
502,79.89,70.48,58.63,89.28,9.65,17.93,83.67,48.61,9.76,6.97,2.79,1.39,1.99,0.4,0.4,2.79,5.98,15.34,8.96,4.58,4.78,1.99,16.73,3.98,1.2,1.2,2.59,1.59,6.77,5.18,1.39,0,0.2,0,9.56,0.2,0.6,0.8,0.6,9.16,2.19,1,0.4,2.59,1.39,2.79,2.19,1,0.4,0.8,3.98,1,1.79,0,1.39,9.36,3.39,1.2,2.59,2.39,0.6,1.59,11.95,2.19,15.34,2.99,5.18,7.57,1.79,2.39,0.8,1.59,0.2,0,0.2,0,0.2,0,0,0,50,7.77,2.79,0.2,0.2,0.6,26.89,0.8,0,2.99,0,7.77,270,35195.6,97.64,0.02,35659,0.49,0.06,y
571,88.99,67.55,23.36,38.2,16.31,20.67,73.91,39.05,7.18,5.08,2.45,0,0.7,1.4,0.53,2.1,6.83,11.91,6.3,4.55,3.15,0.88,14.01,5.6,2.28,1.05,1.4,2.98,5.95,3.33,2.63,0.18,1.23,0.88,8.93,1.4,0.7,1.23,1.75,5.43,1.23,0.35,0.88,1.58,0.53,1.4,1.93,1.23,0.53,0,2.28,0.53,0.53,0.18,0.88,6.48,2.45,1.05,1.93,1.58,0.18,2.28,10.51,2.1,13.84,2.28,6.13,6.13,3.5,1.58,1.23,0.7,0.53,0.7,1.58,0.35,0.53,0.18,0.7,0,39.23,24.17,5.25,0,0,0.88,2.28,1.05,1.4,1.75,0.7,1.75,75,2650.67,98.14,0.04,2660,0.49,0.05,n
897,63.06,62.68,24.94,50.76,10.19,16.5,79.82,47.49,11.93,6.35,2.01,1,2.12,0.56,0.67,5.57,6.69,10.26,8.25,4.01,6.47,2.12,14.94,4.35,1.34,0.89,4.79,2.23,4.91,3.12,1.78,0.22,0.67,0.56,7.13,0.11,0.11,0.11,0.56,9.81,1.11,1.23,2.12,2.9,1.67,2.9,2.45,1,0.56,0.45,2.12,0.67,0.56,0,1.11,5.46,1.67,1,1.56,1.23,0.67,3.12,10.7,2.34,13.6,1.9,4.24,7.36,1.67,1.23,0.45,0.78,0.11,0.11,0.22,0,0.11,0.11,0,0,24.97,9.36,5.24,0.78,0.22,0.67,0.67,1.67,1.78,0.67,2.01,1.9,135,8479.96,95.16,0.04,8711,0.49,0.12,n
666,79.41,78.26,49.14,73.44,8.22,15.62,83.48,47,13.06,8.86,4.2,0.9,1.35,1.95,0.45,4.2,8.11,12.01,8.71,3.3,3.3,0.75,17.57,3.3,1.35,0.75,2.4,1.8,5.56,4.05,1.5,0,0.6,0.6,12.01,1.05,1.05,2.1,1.35,9.61,2.55,1.2,1.65,3,1.65,1.35,2.85,0.9,0.9,0.6,1.5,0.45,0,0.15,0.45,7.81,3,1.35,2.4,1.5,0.45,2.55,12.16,1.95,16.37,1.5,7.81,7.51,1.2,1.2,0.9,0.6,0.15,0.15,2.25,0.15,1.65,0.3,0.45,0,27.93,12.16,2.85,0.3,0,1.35,4.35,1.65,0.15,2.1,0.9,2.1,335,54004.8,97.11,0.02,54838,0.49,0.09,y
266,70.94,32.6,45.36,68.35,26.6,22.56,80.45,44.74,9.02,3.76,2.26,0,0.75,0.75,0,5.26,5.64,11.28,12.78,2.63,3.01,2.26,22.93,4.89,1.13,1.5,1.5,1.13,10.9,6.39,4.14,0,3.01,0.75,6.39,1.13,0.38,0,1.88,12.78,3.76,0.75,1.88,3.38,0.38,4.51,3.01,1.88,0.75,0.38,3.01,1.13,0,1.5,0,4.51,1.5,1.13,0.75,1.5,0.38,3.01,16.54,1.88,12.41,1.5,6.39,6.02,0.38,4.14,0.38,0.38,0,0,5.64,2.63,3.01,0,0,0,24.44,1.13,3.76,1.13,0,2.26,0.38,1.88,0.75,1.5,0,11.65,312,44661,92.65,0.05,46150,0.48,0.38,y
463,51.18,27.27,83.24,97.98,11.57,16.41,89.2,50.97,14.69,9.29,7.34,0,1.08,0.22,0.65,5.4,5.18,11.88,11.02,2.81,5.83,2.81,18.79,6.91,1.73,1.08,1.3,1.51,7.56,6.48,1.08,0,0.43,0.43,6.91,0.65,0.65,0,0.86,11.02,2.16,1.3,1.73,1.94,1.3,3.89,2.81,1.73,0.65,0.22,2.38,0.65,0.86,0.65,0,5.4,1.51,1.51,1.3,1.08,0,0.86,13.82,2.59,15.33,2.16,3.46,10.37,4.54,1.73,0.22,0.43,1.08,0.43,0.43,0,0,0.43,0,0,26.57,7.56,2.16,3.02,0,0,1.73,3.02,0.86,2.59,3.89,1.73,306,44142.5,95.22,0.03,45388,0.49,0.16,n
1088,82.79,67.37,35.94,89.97,12.65,23.16,81.53,46.42,8,5.42,1.56,0.28,0.55,2.94,0.09,2.57,6.16,14.43,10.57,3.49,4.78,1.01,17.56,4.5,1.01,0.83,1.84,1.47,6.8,5.33,1.47,0,0.18,0.74,7.9,0.64,0.46,2.48,1.01,6.62,1.19,0.64,1.29,1.65,1.1,1.65,2.21,0.83,0.74,0.55,3.31,0.46,2.02,0.09,0.64,6.43,2.57,1.29,1.47,1.38,0,1.56,11.95,2.57,18.66,2.39,7.63,9.47,1.01,2.21,1.01,0.28,1.29,0,1.19,0,0.28,0.83,0.28,0,40.99,19.94,2.3,0.09,0.09,0.55,2.21,1.47,1.84,2.02,0.74,9.74,1460,1056550,99.34,0,1060480,0.5,0.03,y
2277,76.92,35.92,61.76,87.5,19.97,17.44,87.13,49.98,11.46,6.54,4.66,0.31,0.7,0.57,0.31,4.92,7.38,14.58,8.04,5.62,5.14,1.89,16.78,5.67,1.58,1.05,2.06,2.46,8.7,6.1,2.5,0.18,0.88,0.35,5.23,0.22,0.53,0.57,0.44,10.94,2.24,1.58,1.1,2.64,1.41,2.85,3.73,1.36,0.97,1.01,2.68,0.26,0.79,0.04,1.71,6.37,1.27,1.58,1.05,2.37,0.4,3.25,11.02,1.54,14.71,1.98,5.84,7.07,1.58,3.73,0.88,0.66,0.13,0.13,3.12,0.44,1.84,0.44,0.48,0,17.3,5.71,1.58,0.31,0,0.35,1.84,0.13,1.41,2.37,0.22,3.38,300,43159,96.88,0.02,43968,0.49,0.07,n
1452,72.68,40.75,56.88,94.37,8.39,14.67,83.95,44.83,8.88,5.65,3.44,0.07,0.21,1.86,0.07,3.24,5.37,12.74,9.37,4.68,5.23,2,19.42,6.06,2.41,0.76,2.41,1.58,9.02,6.75,2.27,0.21,0.48,0.34,5.79,0.07,0.34,2.13,0.07,9.16,2.2,0.62,1.79,1.79,1.03,2.69,2,0.83,0.9,0.21,2.82,0.96,0.83,0.07,0.48,5.44,1.65,1.58,1.24,2.07,0.14,3.31,14.88,2.13,17.36,2.41,5.44,9.85,3.99,2.48,1.1,0.34,0.07,0.07,4.68,0.28,3.31,0.28,0.55,0.48,42.29,6.54,1.79,2,0,0.28,25.9,0.62,0.55,2.48,0.21,1.93,775,290973,97.27,0.01,296174,0.5,0.08,n
134,79.52,38.25,54.27,80.01,5.58,18.66,76.12,41.79,8.21,4.48,2.99,0.75,0.75,0,0,3.73,5.97,11.94,5.22,8.21,4.48,0.75,11.94,8.96,2.24,0,2.99,1.49,11.19,6.72,3.73,0.75,0.75,0,2.24,0,0,0,0,11.19,0.75,0.75,2.99,2.24,3.73,2.99,0,0,0,0,1.49,0,1.49,0,0,3.73,0.75,0.75,1.49,1.49,0.75,1.49,9.7,4.48,17.91,2.24,3.73,12.69,0.75,3.73,0,0.75,0,0,6.72,0,4.48,1.49,1.49,0,47.76,29.1,0.75,1.49,0,1.49,6.72,3.73,0,2.99,0,1.49,381,70739.6,98.24,0.01,71416,0.5,0.04,n
207,61.46,75.07,35.93,71.16,7.67,18.36,80.19,45.89,10.14,3.86,1.45,0,1.93,0.48,0,6.28,3.86,12.08,11.59,3.86,5.31,1.45,21.26,4.83,0.97,0.97,0.97,3.86,4.35,3.38,0.97,0.48,0,0.48,9.18,0.97,0,0,2.9,11.59,2.9,1.93,1.45,1.93,3.38,1.45,2.42,0,0.97,1.45,3.38,0.48,1.45,0,1.93,10.14,1.93,0.97,3.86,3.86,0.97,3.86,13.53,1.93,14.98,1.45,9.18,4.83,0.48,0.97,0,0,0,0,0.97,0,0,0.48,0.48,0,26.09,17.87,3.38,0.48,0,0,0.97,0.48,0,2.9,0,0,573,154659,94.7,0.02,160407,0.49,0.18,n
938,80.58,62.55,42.95,60.12,9.57,19.08,82.84,42.86,6.72,3.41,0.11,0,0.85,2.45,0,3.3,4.26,14.61,9.7,5.54,3.94,1.39,19.51,6.61,2.45,1.07,2.35,2.13,7.78,4.8,2.99,0.32,0.32,0.64,5.76,0.11,0.32,2.56,0,10.02,2.35,0.85,2.45,2.03,1.71,1.81,5.12,2.77,0.75,1.49,3.94,0.96,1.92,0,1.17,7.36,1.49,2.88,1.71,1.07,0.85,2.35,15.67,2.88,20.58,3.41,8.42,9.81,2.77,3.2,0.53,0.64,0.21,0.32,1.39,0.11,0.75,0.43,0.11,0,29.53,10.98,2.24,0.75,0,0.32,4.05,1.07,0.21,1.92,4.8,3.2,332,51657.2,94.58,0.03,53320,0.49,0.2,n
130,64.27,19.88,93.3,3.59,10,13.08,90.77,47.69,10,6.92,6.92,0,0,0,0,3.08,4.62,11.54,10.77,5.38,4.62,0.77,20.77,6.15,3.08,0.77,2.31,0.77,11.54,4.62,6.92,1.54,0.77,1.54,0.77,0,0,0,0,10,2.31,2.31,0,3.08,1.54,1.54,5.38,3.08,0.77,0.77,1.54,0.77,0,0,0.77,9.23,0.77,2.31,4.62,3.85,2.31,6.15,15.38,0.77,19.23,2.31,7.69,10,6.15,1.54,0,0.77,0,0.77,6.92,0,6.92,0,0.77,0,24.62,14.62,3.85,0,0,1.54,2.31,0,0.77,0,0,1.54,950,438219,97.42,0.01,445454,0.5,0.09,y
686,70.47,37.96,62.35,50.24,7.54,15.89,82.8,46.65,11.08,6.12,4.23,0,1.17,0.73,0,4.96,6.71,12.24,9.91,5.69,3.35,1.9,19.24,5.98,2.92,1.6,2.48,3.06,5.69,3.5,2.19,0,1.17,0.58,5.83,0.15,0.73,0.15,1.02,12.54,2.92,2.04,1.46,2.62,1.46,3.5,2.04,0.73,0.58,0.58,2.33,0.44,0.73,0,1.17,6.41,1.02,1.6,1.46,2.19,0.29,3.35,13.99,1.9,14.43,2.19,6.27,5.98,2.77,1.75,1.02,0.58,0,0,1.9,0.44,0.58,0.44,0.58,0,25.36,10.64,1.17,0.44,0.58,1.9,4.08,0.29,0.87,2.92,0.29,2.19,354,59885.4,96.39,0.02,61142,0.49,0.1,y
2220,66.47,63.57,37.28,81.1,8.51,19.19,85.05,46.94,12.21,7.84,3.29,0.36,1.44,2.16,0.59,4.37,6.4,11.62,9.23,4.95,4.5,1.67,18.92,6.08,2.97,1.4,1.44,2.03,7.61,5.32,2.25,0.14,1.13,0.59,9.95,0.18,0.72,0.45,2.39,12.25,3.02,1.58,2.3,2.88,1.8,2.52,2.48,1.35,0.41,0.5,2.25,0.81,0.5,0.05,0.68,6.49,2.34,1.26,1.53,1.89,0.18,3.02,13.56,2.7,14.68,1.85,5.27,7.79,2.88,1.62,0.23,0.36,0.59,0.14,2.52,0.81,0.63,0.86,0.23,0,27.93,11.67,4.32,0.36,0,0.9,3.6,0.72,0.99,2.43,0.32,2.61,463,103722,97.4,0.02,105113,0.49,0.13,n
818,31.78,62.93,75.09,23.84,13.63,12.59,90.83,56.36,20.78,15.16,8.56,0.61,3.79,1.47,0.73,5.62,5.38,11.98,9.41,5.01,6.97,2.32,18.95,4.89,1.59,1.83,1.22,1.1,8.68,4.28,4.4,0.24,0.86,1.83,13.57,0.24,0.24,0.73,2.08,12.96,2.57,1.59,2.2,3.42,2.08,3.67,3.42,1.1,0.61,1.59,3.42,0.98,0.73,0,0.98,7.46,2.32,1.83,2.32,0.73,0.49,2.93,14.18,2.08,13.94,2.08,6.48,5.75,1.1,0.73,0.12,0.49,0.61,0.37,0.49,0.12,0.24,0.12,0,0,30.81,7.82,4.65,0,0.61,7.46,0.98,0.73,0.98,3.18,0.24,4.16,256,30788.5,95.07,0.03,31646,0.49,0.16,n
334,87.79,48.8,86.24,59.81,7.95,16.17,78.44,41.92,5.69,3.59,1.8,0,0,1.8,0,2.1,4.19,16.17,7.78,5.99,3.89,1.2,13.77,4.19,2.4,1.2,4.79,1.8,2.4,2.1,0.3,0,0,0.3,4.19,0.6,0,1.5,0.9,5.39,0.3,1.2,0.6,0.9,0.9,1.5,2.1,1.8,0,0,3.29,0.3,0.3,0,2.4,4.49,0.9,1.2,1.8,1.2,0,1.5,12.28,3.29,26.35,2.1,10.48,14.37,2.1,1.5,0.9,0.3,0,0,0.3,0,0,0,0,0,34.43,2.99,0.3,4.19,0,1.5,10.78,5.99,0.6,2.1,5.69,0.3,1350,895790,98.52,0.01,904309,0.5,0.05,n
